#
#num reg  count-read  count-written
#
## Basic Block at 0x00005647bb82134c
  8 rdx                       0           1
 10 rax                       1           0
## Basic Block at 0x00005647bb80ed70
## Basic Block at 0x00007fe06ec09420
  3 rdi                       1           0
  4 rsi                       1           0
  5 rbp                       1           1
  6 rsp                       5           5
  7 rbx                       1           1
  8 rdx                       1           0
 15 r12                       1           1
 16 r13                       1           1
## Basic Block at 0x00007fe06ec0944a
## Basic Block at 0x00007fe06ec09450
## Basic Block at 0x00007fe06ec09249
  8 rdx                       1           1
  9 rcx                       2           2
 10 rax                       1           0
 11 r8                        1           0
## Basic Block at 0x00007fe06ec0925c
## Basic Block at 0x00007fe06ec092a0
  8 rdx                       1           1
 10 rax                       3           0
## Basic Block at 0x00007fe06ec092ae
  5 rbp                       0           1
  6 rsp                       4           4
  7 rbx                       0           1
  8 rdx                       3           1
 10 rax                       3           3
 11 r8                        2           0
## Basic Block at 0x00005647bb80ef01
 10 rax                       1           1
## Basic Block at 0x00005647bb80ef4f
## Basic Block at 0x00005647bb80ef54
## Basic Block at 0x00005647bb80f857
  6 rsp                       1           1
## Basic Block at 0x00005647bb80e850
## Basic Block at 0x00007fe06ecd7bb0
  4 rsi                       0           1
  6 rsp                       4           2
 10 rax                       1           1
## Basic Block at 0x00007fe06ecdb8c0
  4 rsi                       1           0
  6 rsp                       3           1
  8 rdx                       0           1
  9 rcx                       0           1
 10 rax                       1           1
 11 r8                        0           1
 14 r11                       0           1
## Basic Block at 0x00007fe06ecdb8e8
  8 rdx                       0           1
 10 rax                       2           0
## Basic Block at 0x00007fe06ecdb8f3
## Basic Block at 0x00007fe06ecdb8f7
  6 rsp                       7           0
  8 rdx                       2           1
  9 rcx                       1           2
 11 r8                        9           0
## Basic Block at 0x00007fe06ecdb960
  6 rsp                       2           2
## Basic Block at 0x00007fe06ecd7bcc
  6 rsp                       1           0
  8 rdx                       1           2
## Basic Block at 0x00007fe06ecd7be1
  6 rsp                       2           2
## Basic Block at 0x00005647bb80f861
## Basic Block at 0x00005647bb80f869
## Basic Block at 0x00005647bb810311
  6 rsp                       1           1
## Basic Block at 0x00005647bb81e5b0
  3 rdi                       3           1
  6 rsp                       1           1
 10 rax                       1           1
## Basic Block at 0x00005647bb810327
## Basic Block at 0x00005647bb80ef78
  3 rdi                       0           1
  6 rsp                       1           1
## Basic Block at 0x00005647bb80e7a0
## Basic Block at 0x00007fe06ec086d0
  3 rdi                      19           0
  5 rbp                      19           0
  6 rsp                     152         152
  7 rbx                      19           0
 15 r12                      19           0
 16 r13                      19          19
 17 r14                      19           0
 18 r15                      19           0
## Basic Block at 0x00005647bb80effd
 10 rax                       3           0
 15 r12                       0           1
## Basic Block at 0x00005647bb80f005
## Basic Block at 0x00005647bb80f03b
  3 rdi                       0           1
  6 rsp                       1           1
## Basic Block at 0x00005647bb80f052
 10 rax                       3           0
 15 r12                       0           1
## Basic Block at 0x00005647bb80f05a
## Basic Block at 0x00005647bb80f063
## Basic Block at 0x00005647bb80f063
  6 rsp                       2           1
  8 rdx                       0           1
 15 r12                       1           1
## Basic Block at 0x00005647bb80ea80
## Basic Block at 0x00007fe06ecdc210
  9 rcx                       0           1
 14 r11                       0           1
## Basic Block at 0x00007fe06ecdc217
 10 rax                       1           0
## Basic Block at 0x00007fe06ecdc21f
  6 rsp                       1           1
## Basic Block at 0x00005647bb80f07c
## Basic Block at 0x00005647bb80f081
